entityid,entityname,principaladdress1,principaladdress2,principalcity,principalstate,principalzipcode,principalcountry,mailingaddress1,mailingaddress2,mailingcity,mailingstate,mailingzipcode,mailingcountry,entitystatus,jurisdictonofformation,entitytypeverbatim,entitytype,agentfirstname,agentmiddlename,agentlastname,agentsuffix,agentorganizationname,agentprincipaladdress1,agentprincipaladdress2,agentprincipalcity,agentprincipalstate,agentprincipalzipcode,agentprincipalcountry,agentmailingaddress1,agentmailingaddress2,agentmailingcity,agentmailingstate,agentmailingzipcode,agentmailingcountry,entityformdate
20121147107,Blue Spruce Brewing Company,4151 E County Line Rd Unit G,,Centennial,CO,80122,US,,,,,,,Good Standing,,Corporation,DPC,Thomas,,Miller,,,7956 TangleOak Lane,,Castle Pines,CO,80108,US,"4151 E County Line Rd, Unit G",,Centennial,CO,80122,US,3/8/2012
20121149059,Two Mile Brewing LLC,101 Harrison Ave,,Leadvillle,CO,80461,US,PO Box 1509,,Leadvillle,CO,80461,US,Good Standing,,Limited Liability Company,DLLC,Sean,,Terrill,,,921 Mount Massive Dr,#22,Leadville,CO,80461,US,PO Box 1509,,Leadville,CO,80461,US,3/9/2012
20121152412,"Two Brews, Inc.","3833 Lorraine Road, A",,Larkspur,CO,80118,US,,,,,,,Good Standing,,Corporation,DPC,Hayden,S,Gregory,,,631 N. Weber St.,Unit #220,Colorado Springs,CO,80903,US,,,,,,,3/12/2012
20121187056,"Sanitas Brewing Company, LLC",3550 Frontier Ave,Unit A,Boulder,CO,80301,US,3550 Frontier Ave Unit A,,Boulder,CO,80301,US,Good Standing,,Limited Liability Company,DLLC,Christopher,,Coyne,,,3850 Paseo del Prado,#39,Boulder,CO,80301,US,3850 paseo del prado #39,,Boulder,CO,80301,US,3/28/2012
20121192905,"Blond Brothers Breweries, LLC, Dissolved May 27, 2015",66 Revere Street,,Boston,MA,2114,US,66 REVERE ST,,Boston,MA,2114,US,Voluntarily Dissolved,,Limited Liability Company,DLLC,Gerry,,Wiener,,,3929 Orchard Ct,,Boulder,CO,80304,US,66 Revere Street,,Boston,CO,2114,US,3/30/2012
20031318334,"KALTENBERG CASTLE BREWERY, INC., Delinquent April 1, 2012","c/o Kaltenberg Castle Brewery, GmbH",Schloss Strasse 8,Kaltenberg,OT,82269,DE,,,,,,,Delinquent,,Foreign Corporation,FPC,,,,,Corporation Service Company,1560 Broadway Ste 2090,,Denver,CO,80202,US,,,,,,,10/7/2003
20111624158,"DIEBOLT BREWING COMPANY, Dissolved September 6, 2012",4400 S. Monaco Street,,Denver,CO,80237,US,,,,,,,Voluntarily Dissolved,,Corporation,DPC,James,A.,Greer,,,1942 Broadway #213,,Boulder,CO,80302,US,,,,,,,2/17/2012
20111567654,"High Hopes Brewery, LLC, Delinquent March 1, 2013",6461 Highway 392,,Windsor,CO,80550,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Patrick,,Weakland,,,6461 Highway 392,,Windsor,CO,80550,US,,,,,,,10/10/2011
20111577153,"uCraft Brewery, LLC, Delinquent March 1, 2013",2860 Timberchase Trail,,Highlands Ranch,CO,80126,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Jason,Russell,Brown,,,2860 Timberchase Trail,,Highlands Ranch,CO,80126,US,,,,,,,10/17/2011
19961108617,"TAYLOR HOMEBREW SUPPLY, INC., Dissolved June 1, 2001",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,8/19/1996
20111604457,"Steam-Boiler Brewing, LLC",31061 WCR 23,,Greeley,CO,80631,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Melinda,Carolina,Lauer,,,31061 Weld County Road 23,,Greeley,CO,80631,US,,,,,,,10/29/2011
20111612175,Seedstock Brewing Company,1499 Lowell Blvd,,Denver,CO,80204,US,5318 S. Netherland Way,,Centennial,CO,80015,US,Good Standing,,Corporation,DPC,Ronald,Keith,Abbott,,,5318 S. Netherland Way,,Centennial,CO,80015,US,,,,,,,11/1/2011
20111623409,"Triple Helix Brewing Systems LLC, Dissolved May 11, 2016",3881C Steele St,,Denver,CO,80205,US,12591 Bryant Street,,Broomfield,CO,80020,US,Voluntarily Dissolved,,Limited Liability Company,DLLC,Tate,,Dooley,,,3881C Steele St,,Denver,CO,80205,US,,,,,,,11/9/2011
20111627497,"Mu Brewery, Inc., Dissolved March 28, 2017",4231 S. Fundy Way,,Aurora,CO,80013,US,4231 S Fundy Way,,Aurora,CO,80013,US,Voluntarily Dissolved,,Corporation,DPC,Nathan,,Flatland,,,4231 S. Fundy Way,,Aurora,CO,80013,US,,,,,,,11/11/2011
20111628371,Crystal Springs Brewing Company,876 Sunshine Canyon Dr,,Boulder,CO,80302,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Thomas,Robert,Horst,,,876 Sunshine Canyon Drive,,Boulder,CO,80302,US,876 Sunshine Canyon Dr,,Boulder,CO,80302,US,11/12/2011
20111631638,"Gilbert Grant Brewing LLC, Delinquent April 1, 2013",205 Hurd Lane,Unit 4 - 212,Avon,CO,81620,US,PO Box 6462,,Avon,CO,81620,US,Delinquent,,Limited Liability Company,DLLC,David,Grant,Smith,,,205 Hurd Lane,Unit 4-212,Avon,CO,81620,US,P.O. Box 6462,,Avon,CO,81620,US,11/14/2011
20111635743,"Hogback Brewery LLC, Delinquent April 1, 2013",1151 English Sparrow Trail,,Highlands Ranch,CO,80129,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Scott,Allen,Ludwig,,,1151 English Sparrow Trail,,Highlands Ranch,CO,80129,US,,,,,,,11/16/2011
19951028018,"COLUMBINE BREWING CO., INC.",3727 COLUMBIA DR,,Longmont,CO,80503,US,3727 Columbia Drive,,Longmont,CO,80503,US,Good Standing,,Corporation,DPC,DENNIS,LEROY,COOMBS,,,540 MAIN ST,,LONGMONT,CO,80501,US,3727 Columbia Drive,,Longmont,CO,80503,US,3/7/1995
20111649687,"Knotty Pines Brewing Company, LLC, Delinquent April 1, 2013",4324 22nd Street,,Greeley,CO,80634,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Zachary,,Wilson,,,4324 22nd Street,,Greeley,CO,80634,US,,,,,,,11/26/2011
19931023014,"J.W. BREWER, INC., Dissolved January 1, 2004",1615 SECOND AVE,,Muscatine,IA,52761,US,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,3/3/1993
20111655156,DYB Craft Brew Inc.,9050 West 88th Avenue,,Westminster,CO,80005,US,,,,,,,Delinquent,,Corporation,DPC,Franklin,Douglas,Vaughn,Jr.,,9050 West 88th Avenue,,Westminster,CO,80005,US,,,,,,,1/1/2012
20111662350,"Anthem Brewing Company, Dissolved March 1, 2015",1535 Steele St,,Denver,CO,80206,US,1535 Steele St,,Denver,CO,80206,US,Voluntarily Dissolved,,Corporation,DPC,Nathaniel,G,Kresse,,,1535 Steele St,,Denver,CO,80206,US,1535 Steele St,,Denver,CO,80206,US,11/30/2011
20111671521,"Alleged Brewing Company, Dissolved January 12, 2014",593 Briar Dale Dr,,Castle Pines North,CO,80108,US,,,,,,,Voluntarily Dissolved,,Limited Liability Company,DLLC,Robert,Matthew,Kevwitch,,,593 Briar Dale Dr,,Castle Pines North,CO,80108,US,,,,,,,12/5/2011
20111687569,"Brew Butch, LLC, Dissolved August 16, 2012",13752 Wrangler Way,,Mead,CO,80542,US,P.O. Box 428,,Mead,CO,80542-0428,US,Voluntarily Dissolved,,Limited Liability Company,DLLC,,,,,"Hagen & Melusky, Inc.",1613 Pelican Lakes Point,Suite B,Windsor,CO,80550,US,,,,,,,12/14/2011
20111690874,"High Hops Brewery, LLC",6461 Highway 392,,Windsor,CO,80550,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Patrick,,Weakland,,,6461 Highway 392,,Windsor,CO,80550,US,822 Seventh Street,Suite 760,Greeley,CO,80631,US,12/16/2011
20111692220,"Boondoggle Brewing LLC, Delinquent May 1, 2014",12062 S. Majestic Pine Way,,Parker,CO,80134,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Steven,,Russell,,,12062 S. Majestic Pine Way,,Parker,CO,80134,US,,,,,,,12/17/2011
20031026785,"BREW AND INGLER LLC, Dissolved September 1, 2005",2360 ROYAL PALM DR,,Colorado Springs,CO,80918,US,6923 Boysenberry Way,,Colorado Springs,CO,80918,US,Voluntarily Dissolved,,Limited Liability Company,DLLC,LISA,,CILETTI,,,2360 ROYAL PALM DR,,COLORADO SPRINGS,CO,80918,US,503 Summer Hawk Drive,,Longmont,CO,80501,US,1/23/2003
19961137803,"TOMMYKNOCKER BREWERY ARIZONA, LLC, Dissolved April 17, 2003",1401 MINER ST,,Idaho Springs,CO,80452,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,TIMOTHY,C.,LENAHAN,,,1401 MINER ST,,IDAHO SPRINGS,CO,80452,US,,,,,,,10/22/1996
20031054544,"BELLEAU WOOD BREWING COMPANY LLC, Dissolved September 23, 2004",4865 S ESPANA LN,,Centennial,CO,80015,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,JAMES,A.,WYBENGA,,,4865 S ESPANA LN,,CENTENNIAL,CO,80015,US,,,,,,,2/18/2003
20121034573,"Dustan Brewer Photos LLC, Delinquent January 1, 2016",8845 Canary Circle,,Colorado Springs,CO,80908,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,,,,,"United States Corporation Agents, Inc.",121 S. Tejon Street,Suite 900,Colorado Springs,CO,80903,US,,,,,,,1/17/2012
19941040818,"DIMMER""S BREW-PUB, INC., Dissolved February 1, 1999",,,,,,,,,,,,,Administratively Dissolved,,Corporation,DPC,,,,,,,,,,,,,,,,,,4/7/1994
20121040699,Marilyn Lumpp Brewer LLC,18146 W 83 Drive,,Arvada,CO,80007,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Marilyn,Lumpp,Brewer,,,18146 W 83 Drive,,Arvada,CO,80007,US,,,,,,,1/19/2012
20121043037,38 State Brewing Company LLC,8523 S. Flower Ct.,,Littleton,CO,80128,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Steven,M.,Weiser,,,360 S. Garfield Street,6th Floor,Denver,CO,80209,US,,,,,,,1/20/2012
20031106629,"FRUITA BREWING COMPANY, Delinquent October 1, 2007",127 E ASPEN,,Fruita,CO,81521,US,P O Box 308,,Fruita,CO,81521,US,Delinquent,,Limited Liability Company,DLLC,KIRK,ALAN,JONES,,,235 E Paulson,,FRUITA,CO,81521,US,PO BOX 308,,FRUITA,CO,81521,US,4/4/2003
20121065607,"Freedom Brewing Company, LLC",15095 E Hinsdale Drive,,Centennial,CO,80112,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,David,,Staal,,,7422 S Telluride Ct,,Foxfield,CO,80016,US,,,,,,,5/24/2012
20121080540,"H & M Brewing, LLC, Delinquent July 1, 2013",3614 Trailcliff Place,,Colorado Springs,CO,80906,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,William,Steven,Marchi,,,3614 Trailcliff Place,,Colorado Springs,CO,80906,US,,,,,,,2/4/2012
19981122714,"HORNELL BREWING CO., INC., Colorado Authority Terminated June 28, 2000",1890 PALMER AVE,,Larchmont,NY,10538,US,,,,,,,Withdrawn,,Foreign Corporation,FPC,,,,,COLORADO RECORDS SEARCH INC,5025 S FEDERAL BLVD,,ENGLEWOOD,CO,80110,US,,,,,,,7/6/1998
20121087957,"Storm Peak Brewing Company, LLC",1744 Lincoln Ave,Unit 3,Steamboat Springs,CO,80487,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Wyatt,Christian,Patterson,,,1744 Lincoln Ave,Unit 3,Steamboat Springs,CO,80487,US,1744 Lincoln Ave,Unit 3,Steamboat Springs,CO,80487,US,2/8/2012
20101083350,"Bronco Brewing Co, Delinquent August 1, 2011",6131 Gorham St,,Frederick,CO,80530,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Chris,,Ormsby,,,6131 Gorham St,,Frederick,CO,80530,US,,,,,,,2/8/2010
20121090158,"Atom Brewing Company, Inc.",654 Moffat St.,,Erie,CO,80516,US,PO BOX 126,,Erie,CO,80516,US,Good Standing,,Corporation,DPC,Porn,,Jeffrey,,,654 Moffat ST,,Erie,CO,80516,US,PO BOX 126,,Erie,CO,80516,US,2/10/2012
20121091495,"Ute Pass Brewing Company, LLC",209 E. Midland,,Woodland Park,CO,80863,US,P.O. Box 127,,Woodland Park,CO,80866,US,Good Standing,,Limited Liability Company,DLLC,Todd,,DeRemus,,,209 E. Midland,,Woodland Park,CO,80863,US,P.O. Box 127,,Woodland Park,CO,80866,US,2/10/2012
20121091530,"Lost Highway Brewing Company LLC, Dissolved November 27, 2012",PO Box 462200,,Aurora,CO,800046,US,,,,,,,Voluntarily Dissolved,,Limited Liability Company,DLLC,,,,,Lost Highway Brewing Company,PO Box 462200,,Aurora,CO,80046,US,,,,,,,2/10/2012
20121092175,"Prairie Winds Brewing Company, Dissolved March 26, 2012",2448 S. County Road 217,Unit B,Deer Trail,CO,80105,US,2448 S. County Road 217,Unit B,Deer Trail,CO,80105,US,Voluntarily Dissolved,,Corporation,DPC,Richard,Anthony,Buckmaster,,,2448 S. County Road 217,,Deer Trail,CO,80105,US,,,,,,,2/11/2012
20121095014,BREWS UP BREWING COMPANY,9768 Olathe St,,Commerce City,CO,80022,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,RANDOLPH,MARTINEZ,ESQUER,III,,9768 Olathe st,,COMMERCE CITY,CO,80022,US,,,,,,,2/13/2012
19981183271,"COLORADO ROAD HOUSE & BREWERY, INC., Delinquent February 1, 2008",5798 S RAPP ST,,Littleton,CO,80120,US,,,,,,,Delinquent,,Corporation,DPC,NICK,,GULOTTA,,,8071 S. KENDALL BLVD,,LITTLETON,CO,80128,US,,,,,,,10/12/1998
20121597712,"Kupferschmidt Brewing Co. LLC, Delinquent March 1, 2014",6113 Marshall St.,,Arvada,CO,80003,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,James,Eric,Spaulding,,,6113 Marshall St,,Arvada,CO,80003,US,,,,,,,10/26/2012
20121603611,"LOWDOWN BREWERY AND PIZZERIA, LLC",800 Lincoln St,Unit 2,Denver,CO,80203,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Scott,,O'Hearn,,,5024 W. Lake Ave,,Littleton,CO,80123,US,5024 W. Lake Ave,,Littleton,CO,80123,US,10/29/2012
20121609026,"Spirits & Brews, LLC, Dissolved January 2, 2014",183 South County Highway 67,,Sedalia,CO,80135,US,,,,,,,Voluntarily Dissolved,,Limited Liability Company,DLLC,Daniel,G.,Maier,,,183 South County Highway 67,,Sedalia,CO,80135,US,,,,,,,10/31/2012
20121616247,Manitou Brewing Company  LLC,725 MANITOU AVE STE 3,,Manitou Springs,CO,80829,US,200 Morning Sun Dr,,Woodland Park,CO,80863,US,Good Standing,,Limited Liability Company,DLLC,perry,kevin,legrande,,,200 Morning Sun Dr,,Woodland Park,CO,80863,US,,,,,,,11/4/2012
20121617338,"Fierro's Nice Brews LLC, Dissolved May 12, 2015",7893 Tennis Lane,,Colorado Springs,CO,80951,US,7893 Tennis Ln,,Colorado Springs,CO,80951,US,Voluntarily Dissolved,,Limited Liability Company,DLLC,Jessica,Ann,Fierro,,,7893 Tennis Lane,,colorado springs,CO,80951,US,,,,,,,11/5/2012
20051024160,"Brew Ha Ha, Delinquent May 1, 2006",868 S Coronado Dr,,Sedalia,CO,80135,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Sharon,Lynn,Swain,,,868 S Coronado Dr,,Sedalia,CO,80135,US,,,,,,,3/1/2005
20121628899,Vic Brewing LLC,1035 Pearl Street,,Boulder,CO,80302,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,,,,,Hassan + Cables LLC,1035 Pearl Street,,Boulder,CO,80302,US,,,,,,,11/14/2012
20121629310,Deja Brew Organo Coffee LLC,4221 W Eisenhower Blvd,,Loveland,CO,80537,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Sarah,F,Esh,,,4221 W Eisenhower Blvd,,Loveland,CO,80537,US,4221 W Eisenhower,,Loveland,CO,80537,US,1/1/2013
20121575992,"Washington Park Brewing Company, LLC, Delinquent March 1, 2015",P.O. Box 19392,,Denver,CO,80219,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Elier,G,Trevizo,,,P.O. Box 19392,,Denver,CO,80219,US,,,,,,,10/18/2012
20121633076,"Guest Brewing Co., Delinquent April 1, 2016",1038 Park West Court,,Glenwood Springs,CO,81601,US,P.O. Box 2176,,Glenwood Springs,CO,81602,US,Delinquent,,Corporation,DPC,William,K.,Guest,,,1038 Park West Court,,Glenwood Springs,CO,81601,US,P.O. Box 2176,,Glenwood Springs,CO,81602,US,11/17/2012
20121633238,"Trail Ridge Brewing LLP, Delinquent April 1, 2014",2904 Park View Drive,,Evans,CO,80620,US,,,,,,,Delinquent,,Limited Liability Partnership,DLLP,Darrin,Michael,Vindiola,Sr.,,2904 Park View Dr.,,Evans,CO,80620,US,,,,,,,11/17/2012
20121633313,"Goldspot Brewing Company, LLC",4970 Lowell Blvd,,Denver,CO,80221,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Alex,Thompson,Sward,,,4970 Lowell Blvd,,Denver,CO,80221,US,,,,,,,11/17/2012
20101169242,"FeedBrewer, Inc., Colorado Authority Relinquished January 8, 2013",8093 Squirrel Corn Ln.,,Manlius,NY,13104,US,P.O. Box 181,,Manlius,NY,13104,US,Withdrawn,,Foreign Corporation,FPC,,,,,,,,,,,,,,,,,,3/22/2010
20121636993,"Colorado Sky Brewery Company, Delinquent April 1, 2014",5105 DTC Parkway,Suite 475,Greenwood Village,CO,80111,US,,,,,,,Delinquent,,Corporation,DPC,James,H.,Marlow,,,5105 DTC Parkway,Suite 475,Greenwood Village,CO,80111,US,,,,,,,11/20/2012
20041028821,"BUZZ'N BREW, LLC, Delinquent June 1, 2015",5049 PERRY ST,,Denver,CO,80212,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,REBECCA,JO,SPENCER-KEITH,,,5049 PERRY ST,,DENVER,CO,80212,US,,,,,,,1/26/2004
20121659283,"Third Triumvirate Brewery, LLC, Dissolved February 2, 2016",4675 E Louisiana Ave,B208,Denver,CO,80246,US,,,,,,,Voluntarily Dissolved,,Limited Liability Company,DLLC,,,,,Modus Law Ltd.,1123 Spruce Street,,Boulder,CO,80302,US,,,,,,,11/28/2012
20121663189,"Bastion Brewing LLC, Delinquent April 1, 2016",2263 E. Panama Dr.,,Centennial,CO,80121,US,2263 E. Panama Dr.,,Centennial,CO,80121,US,Delinquent,,Limited Liability Company,DLLC,Cayce,Lewis,Gates,,,2263 E. Panama Dr.,,Centennial,CO,80121,US,2263 E. Panama Dr.,,Centennial,CO,80121,US,11/30/2012
20121664574,"Capitol Hill Brewing, Delinquent April 1, 2014",1230 Pennsylvania Street,,Denver,CO,80203,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Sean,Timothy,Keenan,,,1230 Pennsylvania Street,,Denver,CO,80203,US,,,,,,,11/30/2012
20121215214,Westminster Brewing Co.,3676 W 100th Ave,,Westminster,CO,80031,US,,,,,,,Good Standing,,Corporation,DPC,Gregory,M,Quinones,,,3676 W 100th Ave,,Westminster,CO,80031,US,3676 W 100th Ave,,Westminster,CO,80031,US,6/5/2012
20021109921,"Heavenly Brew Coffee Co., Inc., Delinquent February 1, 2010",1807 N. Union Blvd.,,Colorado Springs,CO,80909,US,3030 Teardrop Circle,,Colorado Springs,CO,80917,US,Delinquent,,Corporation,DPC,DENISE,,BRENNER,,,3030 TEARDROP CR,,COLORADO SPRINGS,CO,80917,US,3030 Teardrop Circle,,Colorado Springs,CO,80917,US,4/26/2002
20121225156,"Brew Badge, LLC, Delinquent September 1, 2013",200 Quebec St.,Building #300 Ste 111,Denver,CO,80230,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,David,Aaron,Wegner,,,518 W. 4th Ave,,Denver,CO,80223,US,,,,,,,4/22/2012
20121251687,"Angry James Brewing Company, LLC",421 Adams Avenue,,Silverthorne,CO,80498,US,PO Box 390,,Silverthorne,CO,80498,US,Good Standing,,Limited Liability Company,DLLC,Andrew,James,Brinckerhoff,,,421 Adams Ave,,Silverthorne,CO,80498,US,PO Box 23932,,Silverthorne,CO,80498,US,5/2/2012
20121252284,"Jonathan S. and Kati L. Brewer DBA Pure Nutrition, LLC, Delinquent October 1, 2013",1117 peterson rd,,Colorado Springs,CO,80915,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,kati,lynn,brewer,,,1117 peterson rd,,Colorado springs,CO,80915,US,,,,,,,5/2/2012
20121255150,"Southpark Brewing Company ""L.L.C."", Delinquent October 1, 2015",5414 county rd 72,,Bailey,CO,80421,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,Donald,James,Ouellette,Jr.,,5414 county rd 72,,bailey,CO,80421,US,5414 park county rd 72,,Bailey,CO,80421,US,5/4/2012
20121267215,"Buckhorns Brewery & Pub LLC, Delinquent October 1, 2013",5905 Corporate Drive,,Colorado Springs,CO,80919,US,6627 Foxdale Circle,,Colorado Springs,CO,80919,US,Delinquent,,Limited Liability Company,DLLC,Richard,John,Roschke,,,6627 Foxdale Circle,,Colorado Springs,CO,80919,US,,,,,,,5/13/2012
20101476923,Echo Brewing Company,5969 Iris Parkway,Unit  B and C,Frederick,CO,80530,US,PO Box 748,,Frederick,CO,80530,US,Good Standing,,Corporation,DPC,Daniel,,Richards,,,PO Box 748,,Frederick,CO,80530,US,,,,,,,8/26/2010
20121287502,"Nebrewlous LLC, Dissolved April 16, 2014",5204 Sydney Ave.,,Highlands Ranch,CO,80130,US,,,,,,,Voluntarily Dissolved,,Limited Liability Company,DLLC,,,,,"United States Corporation Agents, Inc.",121 S. Tejon Street,Suite 900,Colorado Springs,CO,80903,US,,,,,,,5/24/2012
20121309187,"Bruns Family Brewery, LLC",473 Elati Street,,Denver,CO,80204,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,,,,,Law Office of EC Lewis PC,3773 Cherry Creek North Drive,Suite 575,Denver,CO,80209,US,,,,,,,6/4/2012
20121311641,"Brewtique Mobile Coffee, LLC, Delinquent November 1, 2013",15672 E. Indian Brook Circle,,Parker,CO,80134,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,,,,,"United States Corporation Agents, Inc.",121 S. Tejon Street,Suite 900,Colorado Springs,CO,80903,US,,,,,,,6/6/2012
19951146321,"BEAVER BREWERY LLC, Dissolved January 1, 2002",412 GALENA ST,,Frisco,CO,80443,US,,,,,,,Administratively Dissolved,,Limited Liability Company,DLLC,MARK,D.,GRUSKIN,,,999 18TH ST STE 3450,,DENVER,CO,80202,US,,,,,,,11/30/1995
20121320402,"970 Brewing Company LLC, Delinquent November 1, 2013",2734 Headwater Drive,,Fort Collins,CO,80521,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,,,,,"United States Corporation Agents, Inc.",121 S. Tejon Street,Suite 900,Colorado Springs,CO,80903,US,,,,,,,6/12/2012
19931026399,"NEW BELGIUM BREWING COMPANY, INC.",500 LINDEN STREET,,Fort Collins,CO,80524,US,,,,,,,Good Standing,,Corporation,DPC,Joseph,,Davis,,,500 LINDEN STREET,,FORT COLLINS,CO,80524,US,500 LINDEN STREET,,FORT COLLINS,CO,80524,US,3/11/1993
20041225891,"Black Canyon Restaurant & Brewery, LLC, Delinquent August 1, 2006",512 E MAIN ST,,Montrose,CO,81401,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,JEAN,M.,GRANBERG,,,512 E MAIN ST,,MONTROSE,CO,81401,US,,,,,,,6/30/2004
20121348306,"Steamboat Brewing Company, Dissolved May 31, 2017",31720 Whiskey Hill Lane,,Steamboat Springs,CO,80487,US,,,,,,,Voluntarily Dissolved,,Limited Liability Company,DLLC,Mark,,Wellstone,,,31720 Whiskey Hill Lane,,Steamboat Springs,CO,80487,US,,,,,,,6/26/2012
20121357556,"Gold Buckle Brewing Co., Inc.",8500 Zuni Street,,Denver,CO,80260-5007,US,,,,,,,Good Standing,,Corporation,DPC,Steven,W,McDonald,,,6160 S Syracuse Way,Suite 100,Greenwood Village,CO,80111-4770,US,,,,,,,6/29/2012
20121367846,"Mutiny Brewhouse LLC, Dissolved October 1, 2014",203 Cheops Ct.,,Fort Collins,CO,80525,US,,,,,,,Voluntarily Dissolved,,Limited Liability Company,DLLC,Matt,,Terpstra,,,203 Cheops CT.,,Fort Collins,CO,80525,US,,,,,,,7/4/2012
20101584891,"T-N-T Brewing Company Inc., Delinquent April 1, 2012",6429 Welch Ct.,,Arvada,CO,80004,US,,,,,,,Delinquent,,Corporation,DPC,,,,,"United States Corporation Agents, Inc.",121 S. Tejon Street,Suite 900,Colorado Springs,CO,80903,US,,,,,,,10/25/2010
20121386479,"Schmaltzy Brewing Company, Ltd.",4760 S. Danube Cir,,Aurora,CO,80015,US,4760 S. Danube Cir,,Aurora,CO,80015,US,Good Standing,,Limited Liability Company,DLLC,Cory,N,Schmaltz,,,4760 S. Danube Cir,,Aurora,CO,80015,US,4760 S. Danube Cir,,Aurora,CO,80015,US,7/17/2012
20041277245,"Brewhouse Sales & Marketing, Delinquent February 1, 2011",6940 S. Yukon Way,,Littleton,CO,80128,US,6940 S. Yukon Way,,Littleton,CO,80128,US,Delinquent,,Limited Liability Company,DLLC,Jack,Paul,Murphy,,,6940 S. Yukon Way,,Littleton,CO,80128,US,,,,,,,8/8/2004
20121428499,"Greenhorn Brewing Company, Delinquent January 1, 2014",505 N. Union Blvd,,Colorado Springs,CO,80909,US,2202 Constellation Dr.,,Colorado Springs,CO,80906,US,Delinquent,,Limited Liability Company,DLLC,Matthew,Douglas,Green,,,2202 Constellation Dr.,,Colorado Springs,CO,80906,US,2202 Constellation Drive,,Colorado Springs,CO,80906,US,8/6/2012
20021127130,"AMICAS PIZZA, MICROBREWS & MORE, INC.",127 F Street,,Salida,CO,81201,US,,,,,,,Good Standing,,Corporation,DPC,GREG,,POWELL,,,417 W 1ST ST,,SALIDA,CO,81201,US,P.O. Box 1380,,Salida,CO,81201,US,5/13/2002
19951138436,"BREW OIL COMPANY, LLLP",2617 S. Madison St.,,Denver,CO,80210,US,,,,,,,Good Standing,,Limited Liability Limited Partnership,DLLLP,MELINDA,,BREW,,,2617 S. Madison St.,,ENGLEWOOD,CO,80210,US,,,,,,,11/13/1995
19961071366,"BREWSTER DRYWALL, INC., Colorado Authority Terminated November 1, 2002",,,,,,,,,,,,,Revoked,,Foreign Corporation,FPC,,,,,,,,,,,,,,,,,,5/28/1996
20121448461,"BREWCREW.NET, LLC, Delinquent January 1, 2014",2942 North Princess Circle,,Broomfield,CO,80020,US,,,,,,,Delinquent,,Limited Liability Company,DLLC,,,,,Corporation Service Company,1560 Broadway,Suite 2090,Denver,CO,80202,US,,,,,,,8/20/2012
20121450025,"53 Peaks Brewing Company LLC, Dissolved January 4, 2016",6223 Willow Lane,,Boulder,CO,80301,US,,,,,,,Voluntarily Dissolved,,Limited Liability Company,DLLC,Jason,Michael,Conger,,,3340 Hickok Place,,Boulder,CO,80301,US,,,,,,,8/20/2012
20121451417,"Saint Patrick's Brewing Company, LLC",2842 W. Bowles Avenue,,Littleton,CO,80120,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,Christopher,Lyndon,Phelps,,,6731 S. Clayton Way,,Centennial,CO,80123,US,2842 W. Bowles Avenue,,Littleton,CO,80120,US,8/21/2012
20121486492,"Brew Numbers, Delinquent February 1, 2016",P.O. Box 462674,,Aurora,CO,80046,US,P.O. Box 462674,,Aurora,CO,80046,US,Delinquent,,Limited Liability Company,DLLC,,,,,Cennial,P.O. Box 462674,,Aurora,CO,80046,US,P.O. Box 462674,,Aurora,CO,80046,US,9/1/2012
